ParticipantID,Rating,Recommendations
413,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
415,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
418,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
434,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
437,1,"['Switch to renewable energy sources like solar or wind.', 'Use energy-efficient appliances and unplug unused devices.']"
443,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.']"
449,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Use energy-efficient appliances and unplug unused devices.']"
452,1,"['Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.']"
454,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
457,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
461,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.']"
463,2,"['Reduce single-use plastic and switch to reusable materials.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
465,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
468,1,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
470,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.']"
473,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
476,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
479,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
481,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
484,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
486,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
490,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
492,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
495,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
497,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
500,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
